transaction_id,user_id,date,amount,merchant,type,status,fee
ad468fbe-51cd-4c34-b0c4-917592183048,57a1dd1d-e56b-4eec-aeba-2ebf67c2a7d3,2026-06-26 03:20:31,3201.41,Self/Peer,Deposit,Successful,0.0
08c82d1c-7578-47b8-96e4-b8c31445061a,f3354e1f-3b3e-4f8a-a697-f2a68f3a460c,2026-01-08 01:40:41,2637.99,Self/Peer,Deposit,Successful,0.0
467e0b4e-1091-443a-8bb8-4370a8f27549,bf458de4-1efe-479d-94f8-a4385e976076,2026-02-06 18:39:35,1563.2,MTN,Bill payment,Successful,23.45
c1af9448-41ab-45a5-a06a-79b51695ee11,bf458de4-1efe-479d-94f8-a4385e976076,2026-02-27 00:40:11,2479.65,MTN,Card payment,Successful,0.0
296408b7-4116-426e-9dc9-2ff83efb68e1,24409df5-bf7f-400d-9011-c9b00d7b0898,2026-06-16 00:26:11,297.26,Self/Peer,Deposit,Successful,0.0
c2a1deb8-9283-41ae-a0fe-153233cb1ef0,24409df5-bf7f-400d-9011-c9b00d7b0898,2026-06-20 06:27:08,1268.87,Self/Peer,Airtime,Successful,0.0
71bbcbe7-7c2d-4e02-b20c-1b7fcdb89b5c,32b4b3da-9720-4d5e-9f17-d488b5ba9cc3,2026-03-31 15:53:25,2892.26,Netflix,Card payment,Successful,0.0
e72eec09-8636-414b-94a7-a95e419e0240,32b4b3da-9720-4d5e-9f17-d488b5ba9cc3,2026-04-15 09:53:17,3535.8,Self/Peer,Savings,Successful,0.0
700bbf73-5045-433e-856b-21b6ea94d420,32b4b3da-9720-4d5e-9f17-d488b5ba9cc3,2026-05-14 13:54:10,1185.82,Jumia,Bill payment,Successful,17.79
f7403927-0ea0-4a42-8901-ff5c979ca1d6,32b4b3da-9720-4d5e-9f17-d488b5ba9cc3,2026-06-13 21:52:57,1043.66,Self/Peer,Deposit,Successful,0.0
6e099848-b9a5-449d-b72e-1aa763706017,32b4b3da-9720-4d5e-9f17-d488b5ba9cc3,2026-06-23 19:54:14,2472.57,Self/Peer,Deposit,Successful,0.0
253a14a4-c296-4434-82f0-c35941cc7f6f,89d0f33f-5731-4059-b85f-03fa4dedcd0f,2026-06-10 21:23:40,659.03,Spotify,Card payment,Successful,0.0
d55f579b-de96-452a-8257-f679e5f31b9c,89d0f33f-5731-4059-b85f-03fa4dedcd0f,2026-06-21 17:23:16,4074.6,Self/Peer,Airtime,Successful,0.0
9d032247-63bc-4736-8e9c-846dd003c07c,a27e9190-f0b2-42fa-bf58-6daed306df09,2026-06-03 12:32:12,3477.92,Jumia,Card payment,Successful,0.0
1dbcee01-dea5-415a-a545-381ef7d66d1f,a27e9190-f0b2-42fa-bf58-6daed306df09,2026-06-17 12:33:28,3960.36,Shoprite,Bill payment,Successful,59.41
2811e4bd-7f9b-40e7-bbb3-6b6be79031e7,a27e9190-f0b2-42fa-bf58-6daed306df09,2026-06-25 09:33:43,8713.18,Self/Peer,Transfer,Successful,130.7
7a106900-5d55-44d0-9758-722ce0689898,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-02-01 20:16:31,2776.55,Self/Peer,Transfer,Successful,41.65
4cdba97f-b0f8-423f-9766-7c56e5e5971c,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-02-08 07:17:21,2119.05,Self/Peer,Savings,Successful,0.0
da399d46-57ac-45e8-8857-06ab42aa1635,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-02-11 12:17:08,3136.58,Uber,Card payment,Successful,0.0
0a27ef76-75c5-4a30-9005-2daa6a09931f,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-02-16 02:17:36,3367.52,Airtel,Bill payment,Successful,50.51
51838411-5ed5-43f7-9979-92c74d1adbe6,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-02-21 23:16:32,4731.65,MTN,Card payment,Successful,0.0
23b4817c-7774-4d5c-aae6-c8df151d7bad,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-03-07 04:16:31,1858.9,Self/Peer,Savings,Successful,0.0
50448ccf-6a64-4213-8ef1-428d3f88f5a6,167091dd-3e89-4e1b-a589-3e02b71adbd0,2026-04-13 18:16:47,1700.92,Uber,Bill payment,Successful,25.51
5e86d36a-0ce0-41f7-84a0-50168bde19c6,6f325da6-e70d-4f13-a183-0db9eee10de0,2026-06-11 21:24:24,764.75,Self/Peer,Savings,Successful,0.0
f1d0d06c-ca80-4a74-b1ea-0a14c3841db0,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-02-04 19:04:57,1631.37,Airtel,Card payment,Successful,0.0
0b6a9eb7-fd12-4f93-aadb-cb366c192bbf,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-02-06 21:06:21,573.17,Uber,Card payment,Successful,0.0
53a9f3a7-6e1f-4863-b210-4f2bd5d997ee,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-02-25 08:06:14,4380.68,MTN,Bill payment,Successful,65.71
570becb4-9732-4a16-a5e5-8094d17e9492,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-03-01 11:06:26,2462.73,Self/Peer,Deposit,Successful,0.0
617ac6ec-43a5-4b46-9ec2-19c88f617c9c,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-03-06 06:06:22,4241.26,Shoprite,Card payment,Successful,0.0
d93824d2-3946-4d36-9d2c-4d8ebf909009,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-04-03 15:05:29,2874.97,Self/Peer,Airtime,Successful,0.0
92bb6248-10f0-4c4e-a386-b7e9cf30b9e5,84adefc3-57fe-4657-a921-06e310f7c3c1,2026-06-05 03:05:05,1576.95,Self/Peer,Airtime,Successful,0.0
57e90711-56bd-4e3f-bacd-4f2f3fefe656,85d190db-c82c-44a4-8cc2-4198e36c5af8,2026-06-16 22:50:52,4913.69,Starlink,Bill payment,Successful,73.71
51c3ddd2-7f4d-4d4b-9eb8-babd6d9b622e,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-02-19 20:03:41,1436.68,Self/Peer,Airtime,Successful,0.0
45f14fee-735d-4acd-8dcc-8ac5fe9861b4,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-03-19 02:04:06,3510.75,Airtel,Card payment,Successful,0.0
003038a7-8163-48b0-bfb8-20e54f1e780f,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-04-22 10:03:41,3024.02,Shoprite,Card payment,Failed,0.0
233ff8e8-70c6-424d-bd5b-df8c9302fcb8,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-04-27 08:03:29,30933.07,Self/Peer,Transfer,Successful,464.0
3cd32481-66f9-4cfb-9c67-c905cf61cf5f,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-05-01 05:03:43,431.63,Starlink,Bill payment,Successful,6.47
19b24976-4496-4c52-8f03-0baa3338474e,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-05-10 21:03:23,313.32,Bolt,Card payment,Successful,0.0
7cc847a5-53c3-4eff-84dc-ca67fdb1bf68,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-05-12 08:03:56,3691.41,Self/Peer,Airtime,Successful,0.0
0f3d1176-65e9-449b-95ab-6d1e1f045ec9,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-06-04 03:03:16,4440.37,Self/Peer,Airtime,Successful,0.0
682c542e-7d6d-4862-8bd9-0ae5d7af837d,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-06-19 10:03:21,1036.41,Self/Peer,Deposit,Successful,0.0
025d453c-b435-4603-831c-36806c3da13a,e0875a2e-82d6-4118-8cf3-2b351976a779,2026-06-21 06:03:27,2241.06,Airtel,Bill payment,Successful,33.62
20f79593-f7a4-49e0-89c1-9dfb70851727,78f8d31e-999e-420d-803d-5d5f6a8f2383,2026-06-07 08:47:37,1895.01,Self/Peer,Deposit,Successful,0.0
d9afe050-0fb5-4261-9fff-4f427ecad7c8,78f8d31e-999e-420d-803d-5d5f6a8f2383,2026-06-17 09:48:25,4749.24,Spotify,Card payment,Successful,0.0
4c1d622f-97b8-4232-969d-534b754282a2,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-05-06 23:28:35,3981.12,Self/Peer,Airtime,Successful,0.0
01e14f15-dbf8-4753-8e42-38c805de57b6,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-05-25 08:29:12,4998.02,MTN,Card payment,Successful,0.0
1fbbb7b9-4aa6-45ca-b780-9c2fb9d1498d,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-06-02 02:29:02,3247.46,Airtel,Bill payment,Successful,48.71
c9b3ef0d-5c55-4fe7-862b-bccb1f89013f,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-06-21 09:28:12,2219.83,Self/Peer,Airtime,Successful,0.0
f572cf8b-3554-4a5f-b2c8-ed80d1f2dd0e,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-06-27 11:29:53,4485.14,Self/Peer,Savings,Successful,0.0
df27391a-c0f0-4ba0-8591-07d85048b040,415b7549-9f5c-46f4-a9ef-904aeb2b484c,2026-02-11 15:50:18,2773.33,Self/Peer,Deposit,Successful,0.0
e128b75f-20f4-4df2-aeae-01481ed3c208,adfba6b5-7f80-4e2e-b7f9-cbbfb36ade79,2026-04-27 21:11:35,3004.96,Self/Peer,Transfer,Successful,45.07
34aed315-dd5e-4186-bbec-c427ad27a767,adfba6b5-7f80-4e2e-b7f9-cbbfb36ade79,2026-06-10 04:11:18,21830.92,Self/Peer,Transfer,Successful,327.46
045fb0b3-ec74-4492-801a-4a0e547dfa24,adfba6b5-7f80-4e2e-b7f9-cbbfb36ade79,2026-06-16 16:10:55,28728.94,Self/Peer,Transfer,Successful,430.93
b27b1bd1-f1ae-4430-8ec2-5f53b016fb1f,f2497cfb-fdd8-4ead-a66c-f4ea7545d31e,2026-05-04 06:09:43,3401.65,Shoprite,Bill payment,Successful,51.02
61cf8b2a-b06c-4570-8c16-9a7145ac1946,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-04-18 15:34:22,1467.13,Self/Peer,Airtime,Successful,0.0
6b8e6b88-77f9-4e43-927f-68a92d092e1b,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-04-23 00:34:46,3482.18,Self/Peer,Airtime,Successful,0.0
0b2164e7-dd3a-48a1-9bc2-691d0299d9a7,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-05-17 21:34:40,487.24,Self/Peer,Deposit,Successful,0.0
6a4beac6-303a-40b1-b17a-15bac61262b0,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-05-23 20:34:55,1428.55,Self/Peer,Savings,Successful,0.0
7935b565-b268-4291-b10a-3d967cea73d3,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-06-08 07:34:13,1205.79,Self/Peer,Savings,Successful,0.0
50f2cb6b-da77-4182-a55e-02f214647d4f,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-06-27 21:35:06,1673.72,Netflix,Bill payment,Successful,25.11
71c04208-caca-45b1-91e4-233f99d6762d,7edce6f3-84bc-4c00-8b20-1d7bf0345bbf,2026-06-25 04:48:51,2439.53,Self/Peer,Airtime,Successful,0.0
090c19c9-c1c3-4e82-ae1c-e655b1555b77,7edce6f3-84bc-4c00-8b20-1d7bf0345bbf,2026-06-26 12:48:58,4774.77,Shoprite,Bill payment,Successful,71.62
dc0a4337-52b6-4ae5-86c5-33c1364c5b52,d50f1504-3f09-4c98-a2c4-dace579de88e,2026-04-02 07:39:25,4524.15,Self/Peer,Savings,Successful,0.0
3a183437-af54-4aff-ae2e-46dbf9032b46,d50f1504-3f09-4c98-a2c4-dace579de88e,2026-04-13 00:40:27,2265.02,Self/Peer,Savings,Successful,0.0
3afb4cf7-76ef-4e48-99d2-531ff9c8d6dd,d50f1504-3f09-4c98-a2c4-dace579de88e,2026-04-27 12:39:58,2614.91,Self/Peer,Airtime,Successful,0.0
63b1874d-7073-4e6c-8a16-cbf20f734b35,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-01-18 09:46:12,1248.26,Netflix,Card payment,Successful,0.0
1c14de62-a0b4-46c3-8837-68a0b37549f1,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-01-22 01:45:35,2922.94,Self/Peer,Deposit,Successful,0.0
e8ea0383-25ee-434a-a1be-f80e38aaefab,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-02-14 11:44:44,4410.6,Self/Peer,Savings,Successful,0.0
081098e1-cc9a-4d78-a499-7fa03f9c8239,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-02-22 04:45:47,4713.77,MTN,Bill payment,Successful,70.71
38a229ac-0fc6-4d3c-a37c-30f3eb2d3491,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-03-06 23:46:10,2420.24,Self/Peer,Savings,Successful,0.0
e8c93867-81c6-4b16-90f1-e2d28f050c73,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-03-11 08:45:15,4582.23,Starlink,Card payment,Successful,0.0
f6e59f0e-9eba-428b-b32f-5456b3f61b9e,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-03-20 12:44:32,1718.29,Self/Peer,Airtime,Successful,0.0
b46167c0-5dc8-4f06-a60c-7830b61d1feb,38973058-dea0-45d4-908b-86d24483252e,2026-01-15 02:44:45,3402.76,Self/Peer,Deposit,Successful,0.0
f8a26233-d0ea-46bb-96a2-ebb8070e7fdd,38973058-dea0-45d4-908b-86d24483252e,2026-02-22 01:44:50,505.16,Self/Peer,Airtime,Successful,0.0
0ff4362d-5980-4a00-9703-fbf41515413f,38973058-dea0-45d4-908b-86d24483252e,2026-03-04 13:44:02,4449.02,Self/Peer,Deposit,Successful,0.0
d9d3b99f-cad0-466e-9114-c4ec95c773ac,38973058-dea0-45d4-908b-86d24483252e,2026-04-04 23:44:50,2876.81,Self/Peer,Airtime,Successful,0.0
024eccd3-edec-4167-8561-25696742d681,38973058-dea0-45d4-908b-86d24483252e,2026-04-16 18:43:08,4874.18,Self/Peer,Deposit,Successful,0.0
f550d2b2-e56d-4ba9-a795-2e0446bdc0df,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-02-19 07:56:18,2211.8,Self/Peer,Airtime,Successful,0.0
de3e4a1f-aa5c-463f-9a48-0b24b2b3be20,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-02-28 23:56:23,18018.76,Self/Peer,Transfer,Successful,270.28
2df7f452-39db-46e3-81c1-f8ed38233f76,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-03-07 11:56:18,3917.93,Jumia,Card payment,Successful,0.0
0d72732a-993b-4f76-986f-ec3abd90a623,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-03-29 11:56:08,2163.4,Spotify,Bill payment,Successful,32.45
81a044eb-3453-4cac-97c7-bb1607705740,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-04-13 14:55:57,7206.73,Self/Peer,Transfer,Failed,108.1
98c677f3-41f0-4ba9-b642-5996ba768065,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-05-11 18:56:35,4846.75,Airtel,Card payment,Successful,0.0
b68f406c-28c8-4f0d-8c05-c98eb699eddd,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-06-03 06:56:40,231.89,Self/Peer,Savings,Successful,0.0
4b941385-4875-40a1-8212-b63e398b625d,865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-06-25 23:56:31,1285.9,Uber,Bill payment,Successful,19.29
a784f393-740f-440d-9177-ad1286094e3f,64db5bf2-5440-4102-937c-ae249aa213ae,2026-06-06 06:14:18,24397.17,Self/Peer,Transfer,Successful,365.96
fbf1dd2f-87f8-444a-b878-36fa58ab56e4,64db5bf2-5440-4102-937c-ae249aa213ae,2026-06-15 19:15:40,1806.67,Airtel,Card payment,Successful,0.0
6f03779d-b5bc-421a-9b11-312e2887cace,64db5bf2-5440-4102-937c-ae249aa213ae,2026-06-21 21:15:56,663.92,Self/Peer,Deposit,Successful,0.0
f883d827-5424-4e4c-9515-407e43759c89,d08c5bf2-ab48-4d0e-93e0-b5dc59bca00f,2026-03-05 17:36:53,4062.78,Self/Peer,Deposit,Successful,0.0
f7a3fbc2-7940-426c-adfd-68f35f300904,d08c5bf2-ab48-4d0e-93e0-b5dc59bca00f,2026-03-19 07:37:52,13486.49,Self/Peer,Transfer,Successful,202.3
ed75e6b2-3412-4d73-aef1-804c8a046e35,00916660-960d-4137-b946-35d094bc7dd3,2026-04-03 00:58:33,2871.69,Starlink,Card payment,Successful,0.0
f4afd5ae-985c-4970-8c77-1ee53bdba885,00916660-960d-4137-b946-35d094bc7dd3,2026-04-12 03:58:16,4134.09,Self/Peer,Savings,Successful,0.0
fc0382ee-14da-4b0d-adf9-471430f73686,00916660-960d-4137-b946-35d094bc7dd3,2026-04-30 10:58:08,3781.59,Self/Peer,Deposit,Successful,0.0
6b708847-94ca-44d5-9ea7-45b268f7667c,00916660-960d-4137-b946-35d094bc7dd3,2026-05-29 09:58:43,1533.91,Self/Peer,Deposit,Successful,0.0
5c64a4b5-afb3-4248-b4da-6eddcad6271b,00916660-960d-4137-b946-35d094bc7dd3,2026-06-11 12:58:01,1678.27,Self/Peer,Deposit,Successful,0.0
bb8d6e92-ee13-46f8-943e-47a1fc244b1e,0f5307bc-b9d7-4735-88a1-2afcfa01ee76,2026-05-31 05:37:40,1091.36,Bolt,Card payment,Successful,0.0
c7267c7a-c382-4f7e-b6f7-45754a9d2662,0f5307bc-b9d7-4735-88a1-2afcfa01ee76,2026-06-16 05:37:40,553.77,Self/Peer,Transfer,Successful,8.31
1b83711b-953d-4424-b434-346be6ebee81,d25467ea-1d7a-4830-9d99-81f23f2343b0,2026-05-09 18:33:50,295.15,Self/Peer,Airtime,Successful,0.0
ae57a3f1-944d-4252-b31f-133107613b76,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-03-24 13:10:32,668.33,Bolt,Card payment,Successful,0.0
cf379008-c4cd-448a-833b-be4ee8ef628e,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-04-12 18:10:40,3691.39,Netflix,Bill payment,Successful,55.37
47e1040a-a948-4e57-913d-fd69597edaf9,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-05-20 23:10:44,1976.6,Uber,Bill payment,Successful,29.65
e43f97ac-9e31-44c3-aa59-088b1edbd6f9,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-05-29 23:12:10,1667.68,Self/Peer,Deposit,Successful,0.0
b4395df2-57a0-4a1f-8602-0c142b912b72,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-06-01 17:10:47,4519.51,Self/Peer,Deposit,Successful,0.0
a4c302ea-c4b9-4c50-b2ba-c1e277a2c031,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-06-15 20:10:56,3723.92,Airtel,Bill payment,Successful,55.86
e141b16b-96cf-4383-9031-24cbfc553ed0,4825ced4-b427-4960-9f3f-8cdfe126b351,2026-05-16 15:21:54,1281.65,Self/Peer,Deposit,Successful,0.0
86335583-76a5-4f21-b889-7b9255829e90,4825ced4-b427-4960-9f3f-8cdfe126b351,2026-06-11 02:22:29,4199.81,Self/Peer,Airtime,Successful,0.0
30ca9aae-399c-4bb9-b4aa-d1fc7941ee41,4825ced4-b427-4960-9f3f-8cdfe126b351,2026-06-19 19:21:14,4967.74,Self/Peer,Transfer,Successful,74.52
7562bb7f-6115-4bdc-bdfc-983861dc4f9e,4825ced4-b427-4960-9f3f-8cdfe126b351,2026-06-21 11:21:02,1087.18,Self/Peer,Savings,Successful,0.0
68ba0cd3-8fd9-4433-806d-609d5e96b8f3,5af644c2-ad39-4e13-b493-bcee1285c5ab,2026-03-23 02:00:52,4913.66,Spotify,Bill payment,Successful,73.7
a9d7697c-12c4-4d1d-93de-a56ac6d448f5,5af644c2-ad39-4e13-b493-bcee1285c5ab,2026-03-29 16:01:15,3496.56,Self/Peer,Airtime,Successful,0.0
74a3a202-4bfb-43db-8696-8bab022a1cfb,f01080db-9516-4f18-bf5a-a6501fdb3a6b,2026-06-12 16:58:18,13533.15,Self/Peer,Transfer,Successful,203.0
03899e70-6571-4b56-a92b-f0c44ff02ef3,f01080db-9516-4f18-bf5a-a6501fdb3a6b,2026-06-18 10:58:00,3370.6,Self/Peer,Deposit,Successful,0.0
6bde6a28-b5ab-4da6-921e-5e3434e074e7,1852fc93-4f81-4365-a622-2fa800344bae,2026-02-25 22:40:17,2980.88,Self/Peer,Savings,Successful,0.0
d1802730-d146-4984-a08d-63fda4f4e562,1852fc93-4f81-4365-a622-2fa800344bae,2026-03-21 21:40:08,804.88,MTN,Card payment,Successful,0.0
2e6b9be4-19de-462a-afd1-bd59fca0109e,1852fc93-4f81-4365-a622-2fa800344bae,2026-04-27 06:39:32,4575.82,Self/Peer,Airtime,Successful,0.0
24af34be-68e0-4070-a129-ba2ca0bf1a04,1852fc93-4f81-4365-a622-2fa800344bae,2026-06-03 09:39:11,4201.19,Self/Peer,Airtime,Successful,0.0
a5a3f050-e5be-4b9f-af81-59365b08b286,75f198d0-e3d4-4132-8d9c-64dc26832f41,2026-03-07 23:09:18,3730.5,Self/Peer,Airtime,Successful,0.0
a3572904-9e7c-46a3-8233-88d104ec792c,75f198d0-e3d4-4132-8d9c-64dc26832f41,2026-03-19 11:08:28,2160.32,DSTV,Bill payment,Successful,32.4
cac0df57-2c11-4417-a43a-bf7f8aad6b7b,75f198d0-e3d4-4132-8d9c-64dc26832f41,2026-04-07 14:09:13,2552.34,Self/Peer,Airtime,Successful,0.0
69e9bf46-f473-485a-8a20-870d2915abb7,75f198d0-e3d4-4132-8d9c-64dc26832f41,2026-05-05 12:08:07,1440.29,Shoprite,Card payment,Successful,0.0
fe73a5d4-a7b5-4847-a142-edbee3045ef7,44f0569c-149d-4aef-a5d8-688e9148d33e,2026-06-09 09:55:29,2984.49,Self/Peer,Savings,Successful,0.0
ba448bf3-87f2-4982-a665-ee285b6218cc,02dbf001-a080-4858-a812-60d312013c8c,2026-04-07 02:28:39,667.37,Self/Peer,Deposit,Successful,0.0
fb63641c-9383-4a99-8955-4a5289ba0c90,02dbf001-a080-4858-a812-60d312013c8c,2026-04-14 05:29:11,850.32,Self/Peer,Deposit,Successful,0.0
778a8376-e75a-4359-a83c-2ffa08f11f62,9b1146a6-df00-4098-8aab-f4f69960187e,2026-01-30 02:04:56,536.11,Self/Peer,Deposit,Successful,0.0
ee807f7a-e394-4902-abc9-9015db4d0b49,9b1146a6-df00-4098-8aab-f4f69960187e,2026-02-09 23:06:14,39086.55,Self/Peer,Transfer,Successful,586.3
62ba8d12-14bf-47db-98b9-769cbdb1f6f0,9b1146a6-df00-4098-8aab-f4f69960187e,2026-02-12 07:04:48,1394.21,Spotify,Bill payment,Successful,20.91
f5f15d26-79c4-4646-bafc-76dbacc11228,1e69a369-8ee6-4bbc-bbd7-6df441d6be14,2026-06-19 18:28:13,2276.53,Airtel,Card payment,Successful,0.0
0884343f-6e57-449b-abe5-c5e4747d4ebf,16bfcb0e-4775-4fd7-bc11-4ce287a1145f,2026-01-25 05:09:02,3612.26,Self/Peer,Airtime,Successful,0.0
