account_id,user_id,account_type,account_created,kyc_level,status
495c7f55-df44-4394-9760-a9fc3c5793f3,641e86cd-39cc-4f3b-87d3-5dac5a89b19c,Checking,2026-02-15 06:58:57,Tier 1,Active
cf5b5149-305b-4368-ba93-5ec2643b6e28,84adefc3-57fe-4657-a921-06e310f7c3c1,Checking,2026-01-22 17:04:28,Tier 3,Active
60c574c3-78e2-45df-a1f9-ee883d6e6b41,b88563d6-5cc7-46ae-b62b-bae44dd0460f,Checking,2026-01-06 21:22:49,Tier 3,Active
b3ecbf71-1cd1-410c-ba43-95eb171e4d11,85d190db-c82c-44a4-8cc2-4198e36c5af8,Checking,2026-05-27 05:50:32,Tier 2,Active
d9494f54-d788-4921-8f1b-de9410894dbd,fdf1550d-63ed-473e-a186-dec3da2a3fae,Checking,2026-03-16 07:53:56,Tier 3,Active
088ee7f4-747c-46fb-8aec-310d0266af95,485b3d9f-0978-4a72-a0c4-72644c514c33,Checking,2026-06-29 07:08:24,Tier 2,Active
4f88561d-27f4-4236-af13-22657b45a4a9,e0875a2e-82d6-4118-8cf3-2b351976a779,Checking,2026-02-19 16:02:26,Tier 2,Active
ae979465-d626-43cb-ab74-1d23dea83be5,78f8d31e-999e-420d-803d-5d5f6a8f2383,Checking,2026-05-20 12:46:38,Tier 2,Active
6ec94c4c-e74d-4554-b1e0-c1b5522e60e8,50eb3fdb-4797-4057-8f85-7c14f1f6ce60,Savings,2026-05-06 11:27:55,Tier 3,Active
4392eb75-afed-482a-a5ec-6f9f91d7afa6,415b7549-9f5c-46f4-a9ef-904aeb2b484c,Savings,2026-02-02 23:48:46,Tier 1,Dormant
92251095-d516-404c-852f-5ef1beb27bc5,adfba6b5-7f80-4e2e-b7f9-cbbfb36ade79,Checking,2026-04-27 12:09:35,Tier 2,Active
bdc1c562-f1cb-4fe3-8d91-3d6af428ed8b,f2497cfb-fdd8-4ead-a66c-f4ea7545d31e,Checking,2026-04-12 22:08:40,Tier 1,Active
ae0e181e-3e2a-4f51-bf71-52531799c75d,6bed427d-9c41-4808-8edb-7a5c5ebd80d0,Checking,2026-04-17 19:33:34,Tier 2,Active
80d13a91-2ffa-46a6-ae9e-17d13fc91267,7edce6f3-84bc-4c00-8b20-1d7bf0345bbf,Checking,2026-06-16 17:48:10,Tier 2,Active
1291a45a-afaa-4a28-9f60-5a68b16d99da,d50f1504-3f09-4c98-a2c4-dace579de88e,Savings,2026-03-09 15:38:50,Tier 3,Dormant
89df85bb-cb35-43b0-b179-b464b192ecdc,c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,Checking,2026-01-08 04:44:12,Tier 3,Active
9b381088-a88a-4bce-a0ac-e6b71e57f404,a6103034-3647-48af-9b81-f8857a329c9a,Checking,2026-04-18 17:32:58,Tier 3,Active
2f64a892-04a7-49e0-991f-a1e6aa13b4ab,38973058-dea0-45d4-908b-86d24483252e,Checking,2026-01-14 08:42:52,Tier 1,Active
8793b8dd-3cb8-46ce-a3e4-6b51ca8deb68,865b7b7a-b0a9-4ba1-8d11-8a756b757992,Savings,2026-02-18 22:54:57,Tier 2,Active
dfa2e03e-3daa-44ae-8019-3391a678ed97,64db5bf2-5440-4102-937c-ae249aa213ae,Savings,2026-05-21 00:13:58,Tier 2,Active
5206426a-8ded-4ea8-a8bd-d15ae4a109d8,d08c5bf2-ab48-4d0e-93e0-b5dc59bca00f,Checking,2026-03-04 18:36:35,Tier 3,Active
8e276ac6-68ea-488d-a5cd-6efef36ab026,19dfe169-6a14-467c-8bdf-422c10ee5114,Checking,2026-02-04 22:29:37,Tier 3,Dormant
c98d9d25-b8a1-44c5-8a28-40509f7083af,00916660-960d-4137-b946-35d094bc7dd3,Checking,2026-04-02 06:57:20,Tier 1,Active
757e1ec7-df3c-4238-a759-526ee5ceedd6,0f5307bc-b9d7-4735-88a1-2afcfa01ee76,Checking,2026-05-14 10:37:14,Tier 1,Active
b238ab57-6a87-47bd-874a-98315680bb9d,62d1b7e9-f208-4585-b541-56b6194083b4,Savings,2026-06-27 13:52:59,Tier 3,Active
119e1348-ddd3-4b58-a397-b03c8955738a,d25467ea-1d7a-4830-9d99-81f23f2343b0,Checking,2026-05-08 23:33:33,Tier 1,Dormant
0e761202-2070-44a7-accc-4c05e700d2d8,f44311a4-6f3c-4f8b-bc05-61933e5d99a8,Checking,2026-03-17 06:10:15,Tier 1,Active
5ce4b613-ae46-4058-b1da-5dcacbaa422b,a658f260-d0b4-43c6-89c5-c5c935c143d9,Savings,2026-06-20 18:25:18,Tier 1,Active
9588af19-0bfc-4d2c-92fd-30c81b867934,87f14f2a-7cad-4599-9141-0ea73ea0a581,Checking,2026-01-04 07:05:11,Tier 3,Active
23ac37a1-d114-437f-a3ee-fcad9c35dfdd,4825ced4-b427-4960-9f3f-8cdfe126b351,Savings,2026-04-02 19:20:36,Tier 1,Active
83945ee5-406e-4877-8e87-867c4d252ce6,5af644c2-ad39-4e13-b493-bcee1285c5ab,Savings,2026-03-22 15:00:21,Tier 3,Active
a4a77220-a53f-4183-b0b1-0dacca5e6d18,d121e2e2-5285-4ef7-bf9a-5f7d6fcef70c,Savings,2026-01-02 14:47:00,Tier 3,Active
63ba0dbe-62a2-4719-8a16-6036d5f5ea87,7a184b4e-506e-43e1-8a70-0435763f6a72,Savings,2026-06-29 17:58:13,Tier 2,Active
53d2f61d-cec6-42fc-871c-59117e115ef7,f01080db-9516-4f18-bf5a-a6501fdb3a6b,Savings,2026-06-12 03:57:40,Tier 3,Active
28acfb7b-db59-4e38-8200-d5f16980a5a2,1852fc93-4f81-4365-a622-2fa800344bae,Savings,2026-02-16 04:38:30,Tier 1,Active
fb307b57-face-46be-8a7b-b36013583fa1,c84e5d2e-92bd-474c-88cb-22acd69315a2,Checking,2026-06-15 17:48:10,Tier 2,Active
73c44f9b-cb41-42c5-a31b-a1f0e892309d,75f198d0-e3d4-4132-8d9c-64dc26832f41,Savings,2026-02-09 19:07:36,Tier 3,Active
144d083c-df72-40bc-a1e3-28cfe0da99e5,44f0569c-149d-4aef-a5d8-688e9148d33e,Checking,2026-06-08 23:54:58,Tier 1,Active
53be1dce-30ed-4fd1-9b65-7b9d078b8bc3,02dbf001-a080-4858-a812-60d312013c8c,Checking,2026-04-04 04:27:33,Tier 1,Active
6c68c01f-3ec3-4825-b1e1-d74040bc682e,9b1146a6-df00-4098-8aab-f4f69960187e,Savings,2026-01-29 15:04:32,Tier 2,Active
754be1ed-e93f-4df2-8c29-7cd360f1dc39,1e69a369-8ee6-4bbc-bbd7-6df441d6be14,Checking,2026-05-05 13:27:52,Tier 3,Active
d6579022-becc-4636-8dd3-c23ab54f5dae,16bfcb0e-4775-4fd7-bc11-4ce287a1145f,Checking,2026-01-02 01:08:39,Tier 3,Active
35a2c691-bb27-43d7-9481-1f57c00f999e,f64e880a-f32b-406d-973d-aa829a79d15e,Checking,2026-04-03 15:21:34,Tier 3,Active
ed1c1181-f611-4493-8c4e-c5f82b8fb518,64341b3a-b99a-458b-9df6-9f1fdeaf4c4a,Checking,2026-04-08 04:06:59,Tier 1,Active
7b6df317-be8b-41e3-b279-eab638e71f44,d4bf7f69-a887-47cf-af08-2a3d4508e8b7,Savings,2026-05-23 10:05:18,Tier 1,Active
f1c326d0-bb00-4189-a045-08833c337ce6,869d648d-363d-4a00-99f8-c5868cbea28f,Savings,2026-06-14 22:39:27,Tier 3,Active
3685ef36-e880-4e1a-8699-6cb95bc4a302,40ba0311-98a3-4519-b815-8471b3bb3183,Savings,2026-05-05 17:29:40,Tier 1,Active
5e46a675-9e4c-41f4-8c95-bf4d8156bab5,b6e113af-373e-419c-96c8-3047bee252b3,Checking,2026-02-28 17:02:25,Tier 3,Active
4f86c590-e799-4998-afd9-95785d56bd7b,4ba8c165-cd04-4554-8553-a28b72cb23bc,Checking,2026-04-06 08:35:29,Tier 3,Active
3e545893-8b3a-4fbc-9d77-4ca60a06d58f,c57af578-9678-406c-b763-c2dd1af44eb8,Checking,2026-03-16 08:16:27,Tier 3,Active
46d01f08-a4b7-46a5-947a-5a59c7c9f620,53fcd5c0-458d-4fef-8df8-ad0f6f956f74,Savings,2026-06-25 14:16:36,Tier 3,Active
c6680978-ebdb-4f01-968b-8aff66d2eaf9,6ca47106-a6e5-4300-8748-7fd3d7ebe37c,Checking,2026-05-09 05:30:17,Tier 3,Active
d70ed2b5-cd71-44f1-9867-087196c80f8e,2727bee8-478e-48fa-a09b-1cf89999b314,Checking,2026-03-13 14:26:42,Tier 3,Active
23192d6c-6fc2-4ad9-9d85-1b07edff0667,83597274-cf1b-4f8a-ac17-f86900952084,Checking,2026-01-22 19:44:57,Tier 2,Active
49b48e72-4589-4bd5-b250-ad2520dfd781,1545c89c-12a2-4d9e-bb2c-a36aeb426454,Checking,2026-05-07 07:38:35,Tier 3,Active
680376f3-55ee-4afd-a6b3-fba6b3d241a4,27ca3ae3-4597-4905-aea5-f4c59736ab80,Checking,2026-06-21 23:44:40,Tier 1,Active
960ca795-3199-4eee-a34a-99d98cd37cc9,54e999a7-9131-4d6f-9cab-a1d42f60fcf8,Checking,2026-05-04 16:45:32,Tier 3,Active
b346b9a2-414d-40d1-82de-cc4c0dcc2829,0e250af4-d87d-481b-a223-6335f373aa22,Savings,2026-01-18 02:49:52,Tier 1,Active
6414f92c-e47d-4c53-90cc-88ed0067e28d,dd4fbbca-7069-4944-a6f3-8364e9496572,Savings,2026-04-17 22:43:38,Tier 3,Active
cf1eb7df-da54-4718-a5cc-4448ebe78896,093a093f-9b44-4f11-b223-ce65493c12fe,Savings,2026-02-01 17:11:30,Tier 1,Active
1caf0aa8-7ca7-4530-890d-59a2505ec76c,d3b1f1a6-80ab-4155-97f9-3fe9b0fe6ece,Checking,2026-02-03 22:52:14,Tier 2,Dormant
e83bc9ef-53bb-4ea3-ad9e-6086f1906ff0,70e0969e-0cd4-4198-a496-ed2615b6cc5c,Checking,2026-03-22 20:08:21,Tier 1,Active
4b413492-7e3a-4a1b-93d5-b563baa6581e,9b1ecab2-74a0-42ae-af0c-1b0f43f7a8c6,Checking,2026-05-09 20:55:58,Tier 2,Active
ebd38322-9b08-4637-b535-f38d5f1144b4,8af2bc40-9aad-4fb4-b9ad-d6d0789da5f9,Checking,2026-04-13 07:47:54,Tier 3,Active
b72549f0-04ad-4d31-9d84-acbefdb45198,6e87aed5-9bba-4019-aeeb-6e9611eabc89,Checking,2026-05-21 14:48:31,Tier 1,Active
ec9a58a5-a14a-4383-a3d1-49db88a9c665,91d11ebd-37ed-446a-988f-bd93cf53a4ba,Checking,2026-05-10 10:03:39,Tier 1,Active
a2ec88f3-aae4-40de-ad92-b1d4bdfcc5f2,b89c8b62-a563-4259-a34e-7dbf2f8f2621,Checking,2026-01-16 10:42:19,Tier 1,Active
9ba46764-b9e5-4457-bafd-661c085e269c,6594768e-7e1b-40c3-96d1-ee8c91f8904c,Checking,2026-05-29 03:50:20,Tier 1,Active
ad8f13f5-45ff-47ec-ab67-7212593ed186,1ea9bec7-667b-4286-8e84-3fda2ab73199,Savings,2026-04-12 05:04:59,Tier 3,Active
42d6e1a7-716e-42ba-b99d-bd29f588424c,65f38a7b-761e-4a5f-920b-d7d552e0f5b3,Checking,2026-04-30 17:04:00,Tier 2,Active
b03f1950-3674-45dc-8889-1d39540eb069,d8861509-46af-48d0-a478-5958a7a2b21d,Checking,2026-04-12 09:51:15,Tier 3,Active
8e3d1d75-5e00-49e9-bcf7-30a9becd7d57,713e41f3-504b-470c-9ccd-ea327d9b2ce8,Checking,2026-06-05 00:51:55,Tier 3,Active
c556f618-8665-418b-b4ae-7ab7729878c0,b7a2ee2f-c9ef-498c-b7d5-f6d54b56efea,Savings,2026-02-04 12:44:21,Tier 3,Active
f46f073f-931a-4fa2-9fe4-e63911900349,bbecbf0d-1b37-450b-82be-097edefcf32d,Checking,2026-05-18 04:47:53,Tier 3,Active
a18143a1-4086-4d7b-8ab0-58a70e8ebfa8,be51bb84-7b5c-4ca3-b55e-8aa9c5887237,Savings,2026-06-14 08:09:26,Tier 2,Dormant
ed27c110-4609-4783-9ff2-aa8b30f25db1,73fc74e9-b78c-4171-bdd3-7f77634ae4e2,Checking,2026-01-09 12:27:27,Tier 2,Active
f0bd6bd2-e12f-4748-b8fa-b45270beee16,7bd79a11-bd0e-430e-a6ee-840492b04387,Savings,2026-05-10 18:55:21,Tier 1,Active
d0508a79-65a4-4d55-9fd6-4cd24dcbd7d5,dcc5e3de-1587-49a9-853c-f87b3c8bd295,Checking,2026-04-22 13:24:31,Tier 3,Active
609019c7-3670-4422-8ec4-40fa12ccb2f7,c63d8d53-cb2c-43dc-8531-4bd68a65b8f8,Savings,2026-05-30 22:48:54,Tier 1,Active
ec76ea1a-e4a8-446b-9943-5d9fc7c00151,79dd8a46-0ee5-4c29-8ea4-6911ece10acc,Checking,2026-02-25 10:17:42,Tier 1,Active
eee3187c-9738-4dad-b6df-713260aa612c,83c28aaa-1258-4ffc-9ca4-ae0570087bde,Checking,2026-02-22 21:51:22,Tier 1,Active
2c9ef171-8bd4-436e-bf1f-3c61f182ff9c,76d60a0b-6122-49bf-9c3d-15f69b782e65,Savings,2026-04-07 21:17:34,Tier 2,Active
3cf36606-4381-4296-b080-da513bdf545d,0d8dfe14-bacb-46fe-b9ae-4acc5deb3e50,Checking,2026-04-07 11:00:13,Tier 2,Dormant
cf519188-86e4-4fd8-9c15-6a966238cf74,ffffb0b5-0c04-4c5b-82a5-d029400d9255,Checking,2026-06-02 05:29:42,Tier 1,Active
b0d5e001-e86d-4ead-9564-32e1486083ed,d1a68aa4-bb94-4643-9e62-bc99efd9face,Checking,2026-05-18 15:08:37,Tier 1,Active
810b626f-3777-4f66-bd04-6e1d616c23c6,4bf64961-0780-43b6-bc7b-7a560017d0d6,Checking,2026-02-15 00:49:58,Tier 3,Active
e1745700-c27d-4d2c-bf11-36fdc95542c6,3c126c65-bdd4-4b37-b521-b279aef27636,Checking,2026-03-19 22:07:44,Tier 1,Active
46acb35b-d613-4920-9f59-19e611bdb835,8b8fea3b-0c4a-4ad5-ac70-b1d4c3404294,Checking,2026-05-19 04:34:47,Tier 1,Active
ebbff625-5606-48c5-8d3d-64cf9cfac46b,0cc26ec1-44b0-4de9-b9aa-b5b3591b3e5a,Checking,2026-05-18 17:22:36,Tier 1,Active
aacac60c-2ba6-4519-93de-1dca8a76fe92,3a89e669-1c8a-4ef7-9f2b-51a511f322df,Savings,2026-05-16 22:10:57,Tier 2,Active
1ce98d7b-b75d-4fc2-8080-6a62965938db,a56ad46b-bb1b-48a1-8e6c-26d298916465,Checking,2026-04-18 08:01:39,Tier 1,Active
857c2ed3-e729-4f8e-b8e6-e109af63d04d,0c196f97-839b-4b61-bd7b-c87ca231535c,Checking,2026-05-08 04:27:26,Tier 2,Active
117a0ec7-e59b-4128-bc58-2f6e4fa6bb70,af4cc8cb-28d3-4e80-b4e8-d3d342e07f80,Checking,2026-05-30 02:27:17,Tier 1,Dormant
5f50d887-f82c-440c-b932-275294c62e34,7c496581-b330-4703-8b37-995ba01759a9,Savings,2026-06-30 20:38:32,Tier 2,Active
457edba3-20fc-4e22-9b05-ca6e47ae8f54,c66d8ec5-987b-4b3e-942a-15c762daaf57,Checking,2026-01-03 17:06:35,Tier 1,Active
1c5d9b16-50d2-4b56-8507-df6072e0c0c6,9db0bc7e-3fde-4833-a83b-bae2a2a1cacc,Checking,2026-06-10 02:40:23,Tier 1,Active
40a98885-ecbe-4fcc-9caa-b8df1ced6e67,25b0e13e-b244-476f-acff-d8091dc7b513,Checking,2026-01-04 13:04:41,Tier 3,Active
3abfef73-c323-4ac2-994d-faca01bd55f4,54b70659-c237-4554-b4ca-57424048e020,Checking,2026-03-30 12:11:20,Tier 2,Active
87067a42-8230-4537-9a06-16f0b70663eb,2f3e5483-d7fa-4747-ac2f-09ceda6f8742,Checking,2026-03-29 13:45:28,Tier 3,Active
3c694c30-f4ef-475d-bec0-4c4ed55e8a4a,f01b18e8-104a-42d2-9d55-ad9ed226f57e,Checking,2026-06-17 10:01:44,Tier 1,Active
5f5525bf-88b9-4a6c-8e00-24057cd90ccf,d6d712f1-5cc8-4963-87b7-75787b34fabb,Checking,2026-01-14 16:24:32,Tier 3,Active
04f58504-319c-481d-b270-be7683dc4ec5,16e5b17c-1c04-4efb-98e7-833ba503660a,Checking,2026-02-15 07:18:11,Tier 2,Active
97e1469c-815d-4ffe-8c71-b63ae2f92c3d,b5507604-920b-404a-8e82-e4fbf68e7b2d,Checking,2026-01-01 21:51:44,Tier 3,Active
d287ba5b-e54f-4824-8636-1aa5df895346,097b766c-dade-4767-8b96-a2f197a3abeb,Savings,2026-07-02 09:26:14,Tier 3,Active
310ffd69-817e-4c70-861d-cc719b0b505f,4f214dec-c975-47a8-9d75-17496daba463,Savings,2026-01-14 13:08:54,Tier 1,Active
e8d85713-6d84-420d-bc41-d39ca4009be7,9c4d588c-3c49-40a6-91fd-311436738db6,Checking,2026-01-28 22:20:39,Tier 2,Active
98db4cca-9d52-4208-a6bb-625d7eb7c165,151f8fb8-1374-4730-b832-463087a693ba,Checking,2026-02-17 17:28:59,Tier 2,Active
e0b636e6-f03a-4469-951b-898e49623d8b,db96e872-c7a7-470f-8d72-811574de9d0b,Savings,2026-02-21 22:43:49,Tier 2,Active
a60891d6-6567-4c7f-814c-45a127f45545,efa08064-36b9-45ff-afd8-be99162179c1,Savings,2026-02-22 14:28:12,Tier 1,Active
65035291-2693-4d98-93fb-529060f68457,9ed1e1d9-1328-48b6-97b6-24872b479278,Savings,2026-06-14 11:59:33,Tier 1,Active
2faf1446-222d-430b-980c-8c3d6261c2c1,8c6090c2-1479-4d16-915d-d39cfb2945f7,Checking,2026-03-11 18:31:51,Tier 2,Active
409226ff-efd8-47dc-8a74-0e9aa7704c28,86ef4eb9-ef01-4379-a1a4-10aa7323f85e,Checking,2026-01-05 22:02:56,Tier 1,Active
b983be47-0e64-4d45-93b7-9fe052c0b9fc,9a121879-9b2d-45e6-b62d-f7903bdc03af,Savings,2026-05-28 02:12:46,Tier 2,Active
6036c659-e86b-4b5c-8fb7-76af7569c6bf,805ebd31-43d8-49b2-a57f-7751082c542e,Savings,2026-01-20 11:18:42,Tier 2,Active
05c2ef07-9b66-4451-ba6e-e74769bfedf4,b27bfc78-029d-43e8-983e-d610cea4c4e7,Checking,2026-06-29 11:05:38,Tier 1,Active
352da2c2-fa71-46a3-a2f0-543b69a01d1f,9852febc-1261-4c78-bae1-944e4dcc54e0,Checking,2026-01-20 05:58:55,Tier 3,Active
06423c11-3ffb-4834-92ff-1dabcb3dea96,56715cee-0c26-4f83-bbed-2f7cfda1ce8a,Savings,2026-06-27 15:58:13,Tier 1,Active
24b6f154-c84d-412c-b651-1be9c466c9f8,eb250ea7-582a-4d51-9e4d-81b905d5f733,Checking,2026-04-20 06:52:35,Tier 2,Active
6cdd2b54-8f5f-4c03-b144-b7d68c71c867,32e26a6d-9d96-4889-b224-e53848e44607,Savings,2026-05-20 02:53:18,Tier 1,Active
d57515e5-d0b0-4003-9128-7459b8cdbf09,de3d56b8-413e-44be-8f0e-0398937dcfc1,Savings,2026-03-07 21:02:43,Tier 2,Active
75e3f380-69bd-4e2f-8901-ab8cf6da1345,852cd34a-4255-4949-920c-e047179d96d4,Savings,2026-06-24 15:29:56,Tier 3,Active
1ee0f8ff-0cae-4a3c-96e1-d85b9dafd51d,ccfad3e2-80de-4d9d-bade-b5a8d9986bfc,Savings,2026-01-30 07:04:44,Tier 2,Active
f726c5b5-fae7-45ba-8314-5b0d9556de0a,41694cdb-9214-46af-b1a1-891d5a0c60c9,Checking,2026-04-06 18:16:41,Tier 1,Active
cfd27bcb-6e96-41fd-8483-e62dd8e772a8,ee2d828b-0baa-4fa2-b1d8-b936e485505f,Checking,2026-04-03 23:25:35,Tier 3,Active
45f2d6db-dd5d-4fe6-98c5-47769ce9020a,172df0f2-43e3-489f-bef1-0b1d78dc90f4,Checking,2026-05-28 15:44:16,Tier 3,Active
f8991d9b-aa4f-47be-a6ec-c6d958f770fc,f2757980-8f0a-45af-989b-7601ae5673c9,Checking,2026-06-27 13:15:15,Tier 2,Active
97d00d1c-8dce-4f1e-845d-e048a1c8b1e9,48b86f55-6bd6-468c-9e4f-a04233b60ab9,Checking,2026-02-06 04:43:22,Tier 1,Active
e545873e-b115-484b-b297-027774f596ca,e43bedb2-df31-4153-9bc6-3413fcf20f40,Savings,2026-01-26 16:21:37,Tier 3,Active
400a86f9-263b-4354-b1cc-4f29271f9d68,daa3c766-207e-4c27-bf47-d9f8b0524ae1,Checking,2026-03-17 13:46:52,Tier 2,Active
08fad7a0-7ac5-4ea5-8173-a48b384c3a0c,22ab6b45-0720-4e77-9e64-262ee3aa2609,Savings,2026-03-28 17:45:30,Tier 1,Active
a7bab024-a329-49e9-bc14-9aad0adc20d9,686709f3-beab-4fe0-a936-0c5759c0d746,Checking,2026-02-14 00:06:00,Tier 3,Active
d0a1e75a-77ee-47b5-9313-caa7a483366f,7829ff1d-4c43-4062-8e35-c31e6fb2f0e5,Checking,2026-04-14 09:59:25,Tier 1,Active
a2299339-1015-4949-afd1-b856c4f203fd,b829e604-ddf5-471b-9652-1e22ac6f7322,Savings,2026-01-22 08:36:17,Tier 1,Active
54ae0e18-50e4-42cd-89c4-ca3cf15364ce,7430f3fa-66b0-4d54-a39a-dad9ee1da3c1,Checking,2026-06-17 18:25:37,Tier 2,Active
c8f6a15f-4f69-4223-9cc5-9dbce3616117,c0cf8dfa-0e2f-49cf-9d63-a25e1f1fb74e,Savings,2026-01-17 01:39:33,Tier 1,Active
5d8c94d2-8adc-4070-ac27-8dfdda709e70,9ebbf26c-a670-4d93-a963-f8fce6f965d2,Savings,2026-04-24 03:48:57,Tier 3,Active
3dd7b230-4220-4dc9-b35e-e730252f6d43,93fa6aec-89d0-4436-9de4-23cbb18aff58,Checking,2026-05-03 11:26:55,Tier 2,Active
d1aded96-5f44-408d-95ba-619f8d35375b,548aba8c-0239-4246-b2c6-1415fc4d8553,Savings,2026-02-09 20:19:50,Tier 3,Active
8c54898d-f896-47f2-91f7-afd07eea3b47,b25aa101-7635-4270-9f33-e92d78792ef0,Checking,2026-05-16 02:34:54,Tier 1,Active
4e141e5b-5b23-43df-a2dc-cb81a2a78d0a,0e1331d0-88da-4ad3-b88b-8753cfae5b6b,Savings,2026-02-21 09:37:28,Tier 3,Active
7b70fb8c-ccd5-459b-abf2-a499aa725b5e,fb4be552-5065-47fc-8c53-947790fbafa8,Checking,2026-02-16 06:27:58,Tier 2,Active
bedf6100-59d2-44df-a2da-a4402a8fd8ae,deaa8c6f-8a4b-4273-9c4b-cd2ee1722d1b,Checking,2026-04-08 09:54:31,Tier 3,Active
ab524d3c-30aa-427b-916c-f36a8baf4a27,1ad46281-2813-42a0-be2c-08272816cd3c,Checking,2026-04-15 23:59:14,Tier 2,Active
cddac1af-2d7c-4389-a1b1-ecc232a4d797,3872ed26-ad9a-458d-88bf-b82c89071e80,Checking,2026-02-14 00:33:26,Tier 3,Active
63f13556-a76f-4650-be34-78eb167e84e8,d890df9d-5092-4659-8d5d-c7e1ab381f6a,Savings,2026-02-08 08:13:32,Tier 3,Active
51b90789-dca1-49f1-94cb-02e2889ad8f8,d34de03a-2a29-49aa-941a-da820edfff73,Checking,2026-06-20 09:43:17,Tier 3,Active
a4ad237c-d5e6-4604-bacf-321182c9a97e,bb612e4d-0e1f-42c6-81fe-b425f3ba49f3,Savings,2026-03-11 03:42:37,Tier 2,Dormant
fa594ace-39ab-4809-95e0-474206d62566,4322ae48-1726-456d-822a-f5403f9e252d,Checking,2026-05-06 15:35:29,Tier 3,Active
a09100f3-d688-4219-ae3d-280b6dc0f330,70aff09f-1a74-4eb1-a228-02f363aa2f2a,Savings,2026-04-04 15:23:39,Tier 1,Active
10ad9c27-cb19-416f-9be4-53042b32c985,013ee5dc-d83d-40b7-9146-aac77c48d40a,Checking,2026-02-20 00:56:14,Tier 3,Dormant
2ed75fdf-b356-4d65-8550-56ae149725c6,a1da83af-18c8-43b6-a9e5-5451e259216b,Checking,2026-05-26 11:10:28,Tier 2,Active
45a729f6-cb0b-4767-a68a-08874b1080bd,12679245-b339-4e9c-a434-76022b5581d9,Savings,2026-06-30 06:53:27,Tier 2,Active
079b9051-e1f5-4e9b-be32-8c649d28aef5,8413a44f-76f8-4207-a491-97d845860af8,Checking,2026-04-24 23:37:48,Tier 2,Active
7efe275a-afc0-40e2-8227-13bd31e4c194,811ed84d-7982-4727-a957-96f8187b8aca,Checking,2026-03-06 13:36:17,Tier 3,Active
5dc40f9f-fe4d-4efb-8f14-9507d1933f03,4c9456b2-9c5e-4be9-874d-2b2e2528a5a7,Savings,2026-03-05 09:37:15,Tier 3,Active
e03d1a01-6fd3-40a3-b798-4d429c86a816,b9870e94-86db-41b9-a075-ee5ac4ddc8ee,Savings,2026-03-25 11:40:16,Tier 1,Active
