user_id,signup_date,country,device_type,os,referral_source
9e8084e0-094d-4e7a-87a5-013abd089083,2026-03-09 08:45:00,Ghana,Samsung Galaxy A54,Android,Facebook Ads
50eb3fdb-4797-4057-8f85-7c14f1f6ce60,2026-05-06 06:07:00,Nigeria,Infinix Hot 30,Android,Google Ads
415b7549-9f5c-46f4-a9ef-904aeb2b484c,2026-02-02 20:19:00,Kenya,iPhone 14,iOS,Organic
adfba6b5-7f80-4e2e-b7f9-cbbfb36ade79,2026-04-27 02:44:00,Nigeria,Infinix Hot 30,Android,Facebook Ads
a2f84e0a-29e9-4154-a0d2-5d52c6405e72,2026-04-09 16:28:00,Kenya,iPhone 14,iOS,Instagram
f2497cfb-fdd8-4ead-a66c-f4ea7545d31e,2026-04-11 11:50:00,Ghana,Redmi Note 12,Android,Organic
6bed427d-9c41-4808-8edb-7a5c5ebd80d0,2026-04-16 22:13:00,Ghana,Infinix Hot 30,Android,Organic
331e6c9b-d1f5-43c1-a44d-bcaf0a11a3f4,2026-05-27 07:34:00,Kenya,iPhone 13,iOS,Influencer
6d24ddb3-2ba9-40ef-8374-4164bd5ab8da,2026-04-12 15:11:00,Kenya,iPhone 13,iOS,Instagram
7edce6f3-84bc-4c00-8b20-1d7bf0345bbf,2026-06-14 17:33:00,Ghana,Infinix Hot 30,Android,Facebook Ads
d50f1504-3f09-4c98-a2c4-dace579de88e,2026-03-08 20:23:00,Kenya,iPhone 13,iOS,Facebook Ads
a8f7867c-8103-465a-907d-280ea069553e,2026-06-17 11:07:00,Nigeria,Tecno Camon 20,Android,Organic
c71e0a8c-9dea-4c8d-af2f-b6c96d29cade,2026-01-06 09:29:00,Kenya,Tecno Camon 20,Android,Influencer
cd497149-dc46-4d7c-acc3-21f9e296e163,2026-02-23 10:19:00,Nigeria,Samsung Galaxy S22,Android,Facebook Ads
9f95141d-982f-4c98-abc3-8eb18fd9e84a,2026-03-04 22:38:00,Kenya,Tecno Camon 20,Android,Facebook Ads
a2e37fe7-dfd4-471b-ba24-d6d21995d188,2026-04-30 17:41:00,Ghana,Samsung Galaxy A54,Android,Instagram
78f92b76-f0a7-4dac-a16a-6397fea8aa86,2026-03-22 13:02:00,Kenya,iPhone 15,iOS,Facebook Ads
a6103034-3647-48af-9b81-f8857a329c9a,2026-04-17 09:09:00,Nigeria,Samsung Galaxy S22,Android,Instagram
38973058-dea0-45d4-908b-86d24483252e,2026-01-13 00:26:00,Nigeria,Samsung Galaxy S22,Android,Influencer
6b2677a7-b6f6-4918-804b-d4461e5f65c4,2026-03-25 00:40:00,Ghana,Infinix Hot 30,Android,Friend Referral
865b7b7a-b0a9-4ba1-8d11-8a756b757992,2026-02-17 21:37:00,Kenya,iPhone 14,iOS,Friend Referral
757e900c-6c39-4612-a798-18b6fa230139,2026-01-19 14:38:00,Ghana,Tecno Camon 20,Android,Organic
64db5bf2-5440-4102-937c-ae249aa213ae,2026-05-20 01:50:00,Ghana,iPhone 14,iOS,Influencer
d08c5bf2-ab48-4d0e-93e0-b5dc59bca00f,2026-03-04 16:11:00,Kenya,Redmi Note 12,Android,Facebook Ads
6bdc6e7e-ee24-4a42-b682-657d54857704,2026-04-10 19:25:00,Kenya,Redmi Note 12,Android,Google Ads
19dfe169-6a14-467c-8bdf-422c10ee5114,2026-02-04 10:07:00,Nigeria,iPhone 14,iOS,Instagram
00916660-960d-4137-b946-35d094bc7dd3,2026-04-02 00:31:00,Nigeria,Tecno Camon 20,Android,Facebook Ads
0f5307bc-b9d7-4735-88a1-2afcfa01ee76,2026-05-12 23:17:00,Kenya,Infinix Hot 30,Android,Instagram
62d1b7e9-f208-4585-b541-56b6194083b4,2026-06-27 04:30:00,Nigeria,Tecno Camon 20,Android,Facebook Ads
4eaa14bb-d584-4221-bc3b-c7911274c251,2026-06-07 21:28:00,Nigeria,iPhone 14,iOS,Google Ads
9cf4717e-3fa2-49e7-95c4-f6594889b8de,2026-06-15 02:15:00,Kenya,Samsung Galaxy A54,Android,Organic
81564103-a732-4a54-88d2-13f2709b4758,2026-02-22 16:38:00,Kenya,Tecno Camon 20,Android,Facebook Ads
d25467ea-1d7a-4830-9d99-81f23f2343b0,2026-05-07 12:07:00,Nigeria,iPhone 14,iOS,Friend Referral
f44311a4-6f3c-4f8b-bc05-61933e5d99a8,2026-03-15 20:45:00,Kenya,Tecno Camon 20,Android,Friend Referral
59123eb1-f983-45e2-8a06-36305c1e525c,2026-01-02 13:01:00,Nigeria,Redmi Note 12,Android,Organic
f0b13fed-edd0-4297-a0ac-51e74b103c6d,2026-01-01 21:24:00,Kenya,Samsung Galaxy A54,Android,Influencer
7507cb36-11dd-4fe8-8e0a-0e8997a081bf,2026-05-06 01:09:00,Kenya,iPhone 14,iOS,Instagram
d14a5fd6-0af3-4b54-b398-9efbeeef03df,2026-05-14 13:44:00,Ghana,iPhone 14,iOS,Friend Referral
a658f260-d0b4-43c6-89c5-c5c935c143d9,2026-06-19 04:15:00,Ghana,Redmi Note 12,Android,Instagram
fa775256-f14e-493e-9650-c663bcdc20ea,2026-06-28 19:02:00,Nigeria,iPhone 15,iOS,Instagram
13f48a48-569e-463a-80c7-1dacc8bf6b34,2026-05-12 01:43:00,Ghana,iPhone 15,iOS,Instagram
96fb8e64-f2c8-4cf9-aecf-44aaf8eb5e5b,2026-04-26 17:47:00,Kenya,iPhone 14,iOS,Facebook Ads
87f14f2a-7cad-4599-9141-0ea73ea0a581,2026-01-04 01:53:00,Nigeria,Samsung Galaxy S22,Android,Facebook Ads
4825ced4-b427-4960-9f3f-8cdfe126b351,2026-04-01 06:58:00,Nigeria,Samsung Galaxy A54,Android,Instagram
c8cf559e-7035-420b-9b06-5f029c99b26b,2026-01-06 04:37:00,Kenya,iPhone 14,iOS,Facebook Ads
bec48cc8-9b16-44a9-9ea8-1f472fc4fba3,2026-06-30 21:25:00,Kenya,Redmi Note 12,Android,Google Ads
3d7d68b3-a1ad-465e-a1dc-1d02bb6afbf0,2026-06-13 15:41:00,Ghana,Redmi Note 12,Android,Facebook Ads
5af644c2-ad39-4e13-b493-bcee1285c5ab,2026-03-20 23:44:00,Ghana,iPhone 15,iOS,Facebook Ads
d121e2e2-5285-4ef7-bf9a-5f7d6fcef70c,2026-01-01 01:24:00,Ghana,Tecno Camon 20,Android,Influencer
4bfe769e-e10d-477f-957b-faa359d4834e,2026-03-29 05:56:00,Ghana,iPhone 14,iOS,Facebook Ads
9d7dce88-fb8c-49ba-9236-d831b06fb50e,2026-01-24 10:38:00,Kenya,iPhone 13,iOS,Friend Referral
9d9f10c5-01c1-40e2-98c5-29a8d20cf073,2026-02-12 19:56:00,Ghana,iPhone 13,iOS,Facebook Ads
7a184b4e-506e-43e1-8a70-0435763f6a72,2026-06-28 17:46:00,Kenya,Samsung Galaxy A54,Android,Organic
f01080db-9516-4f18-bf5a-a6501fdb3a6b,2026-06-10 19:30:00,Nigeria,iPhone 13,iOS,Google Ads
466d0ba0-ffe2-4ecc-82df-57d18adc0f12,2026-05-22 01:53:00,Ghana,Tecno Camon 20,Android,Organic
3c6c1ff2-b2cf-4cff-a76c-21fa9ef55289,2026-03-02 15:19:00,Nigeria,iPhone 13,iOS,Friend Referral
1852fc93-4f81-4365-a622-2fa800344bae,2026-02-14 05:13:00,Nigeria,iPhone 13,iOS,Facebook Ads
dec51ae0-0ba6-4935-93bc-cf98befe455f,2026-06-12 03:43:00,Nigeria,Redmi Note 12,Android,Facebook Ads
5255171a-f565-4700-bbd3-1fa4b82d2e4a,2026-03-30 05:53:00,Ghana,iPhone 14,iOS,Influencer
17a66d7f-995f-422f-9091-65caa0ec3b13,2026-02-27 21:13:00,Ghana,Tecno Camon 20,Android,Influencer
09f9196a-0843-4440-bddc-4dd7f1a519a0,2026-05-02 04:41:00,Nigeria,iPhone 13,iOS,Organic
c84e5d2e-92bd-474c-88cb-22acd69315a2,2026-06-14 08:27:00,Ghana,Infinix Hot 30,Android,Instagram
75f198d0-e3d4-4132-8d9c-64dc26832f41,2026-02-08 16:48:00,Nigeria,Tecno Camon 20,Android,Google Ads
44f0569c-149d-4aef-a5d8-688e9148d33e,2026-06-07 13:40:00,Ghana,Tecno Camon 20,Android,Friend Referral
02dbf001-a080-4858-a812-60d312013c8c,2026-04-02 06:10:00,Ghana,Samsung Galaxy S22,Android,Google Ads
9b1146a6-df00-4098-8aab-f4f69960187e,2026-01-27 16:46:00,Kenya,Samsung Galaxy A54,Android,Google Ads
8979ceac-ef18-46d8-a307-d1f74a7c33f4,2026-01-30 03:54:00,Nigeria,iPhone 15,iOS,Google Ads
7295e609-7321-4a07-a12b-2f60c7f6ac72,2026-01-24 11:52:00,Ghana,iPhone 14,iOS,Facebook Ads
02e5a9b6-aaff-4d24-a6af-ebc940c48399,2026-02-12 03:08:00,Kenya,iPhone 13,iOS,Influencer
254718d6-6228-40fb-99da-48442088cc3a,2026-05-26 21:28:00,Nigeria,Tecno Camon 20,Android,Organic
1e69a369-8ee6-4bbc-bbd7-6df441d6be14,2026-05-04 15:07:00,Ghana,iPhone 13,iOS,Friend Referral
16bfcb0e-4775-4fd7-bc11-4ce287a1145f,2026-01-01 02:50:00,Kenya,Samsung Galaxy A54,Android,Organic
f64e880a-f32b-406d-973d-aa829a79d15e,2026-04-02 14:06:00,Kenya,Samsung Galaxy S22,Android,Influencer
512ec637-1822-466d-9f56-b89538d1f13e,2026-06-07 19:15:00,Nigeria,Redmi Note 12,Android,Influencer
f03e93c7-125f-4025-884f-125de33a184f,2026-01-30 12:16:00,Kenya,Samsung Galaxy A54,Android,Influencer
64341b3a-b99a-458b-9df6-9f1fdeaf4c4a,2026-04-06 16:51:00,Kenya,Infinix Hot 30,Android,Friend Referral
a9f46488-e992-4ae6-9697-44b78360cb55,2026-02-11 05:14:00,Kenya,Samsung Galaxy S22,Android,Instagram
d4bf7f69-a887-47cf-af08-2a3d4508e8b7,2026-05-21 14:41:00,Kenya,Samsung Galaxy A54,Android,Google Ads
869d648d-363d-4a00-99f8-c5868cbea28f,2026-06-14 13:17:00,Ghana,Redmi Note 12,Android,Facebook Ads
7fafec06-2a50-4356-b433-828d9bc1d8a4,2026-05-01 20:49:00,Nigeria,Tecno Camon 20,Android,Instagram
24d640ee-e1d9-4f7e-a618-ef671d601cf6,2026-05-11 02:25:00,Ghana,iPhone 13,iOS,Organic
3d5fc3e6-ddd9-4838-bed5-19fea1d42493,2026-06-25 05:48:00,Kenya,Infinix Hot 30,Android,Facebook Ads
40ba0311-98a3-4519-b815-8471b3bb3183,2026-05-04 11:02:00,Nigeria,Samsung Galaxy S22,Android,Friend Referral
b6e113af-373e-419c-96c8-3047bee252b3,2026-02-28 13:51:00,Ghana,iPhone 14,iOS,Influencer
4ba8c165-cd04-4554-8553-a28b72cb23bc,2026-04-04 19:17:00,Kenya,Samsung Galaxy S22,Android,Friend Referral
b2c906ce-d0b2-40fa-868f-8d7735625ea5,2026-02-24 16:25:00,Ghana,iPhone 13,iOS,Organic
7e6cdae4-7913-42e6-a699-fdb524e0362e,2026-04-22 02:04:00,Ghana,Redmi Note 12,Android,Facebook Ads
985cc381-09a6-4389-aab1-ec0588d15952,2026-06-02 01:49:00,Nigeria,Infinix Hot 30,Android,Influencer
c57af578-9678-406c-b763-c2dd1af44eb8,2026-03-15 06:02:00,Kenya,Samsung Galaxy S22,Android,Organic
53fcd5c0-458d-4fef-8df8-ad0f6f956f74,2026-06-24 14:57:00,Kenya,Infinix Hot 30,Android,Google Ads
e5932c81-ab96-4b54-9308-d5313441229b,2026-05-22 05:30:00,Ghana,Samsung Galaxy S22,Android,Instagram
6ca47106-a6e5-4300-8748-7fd3d7ebe37c,2026-05-08 23:12:00,Nigeria,Samsung Galaxy S22,Android,Influencer
2727bee8-478e-48fa-a09b-1cf89999b314,2026-03-12 15:11:00,Kenya,Tecno Camon 20,Android,Instagram
83597274-cf1b-4f8a-ac17-f86900952084,2026-01-21 05:21:00,Nigeria,Redmi Note 12,Android,Instagram
1545c89c-12a2-4d9e-bb2c-a36aeb426454,2026-05-06 15:19:00,Nigeria,Samsung Galaxy A54,Android,Friend Referral
46449fbe-96c1-4745-9c32-f5ca9cd377be,2026-03-05 12:49:00,Ghana,iPhone 13,iOS,Facebook Ads
27ca3ae3-4597-4905-aea5-f4c59736ab80,2026-06-20 06:30:00,Ghana,Samsung Galaxy A54,Android,Influencer
54e999a7-9131-4d6f-9cab-a1d42f60fcf8,2026-05-02 22:38:00,Nigeria,iPhone 14,iOS,Instagram
0e250af4-d87d-481b-a223-6335f373aa22,2026-01-17 21:34:00,Ghana,Infinix Hot 30,Android,Facebook Ads
dd4fbbca-7069-4944-a6f3-8364e9496572,2026-04-16 20:27:00,Kenya,Samsung Galaxy S22,Android,Instagram
093a093f-9b44-4f11-b223-ce65493c12fe,2026-01-31 07:47:00,Kenya,iPhone 13,iOS,Organic
d3b1f1a6-80ab-4155-97f9-3fe9b0fe6ece,2026-02-03 04:30:00,Kenya,Infinix Hot 30,Android,Facebook Ads
e5263cd4-6685-4542-9a3e-52fe1f5fab2c,2026-03-26 14:34:00,Nigeria,iPhone 15,iOS,Facebook Ads
70e0969e-0cd4-4198-a496-ed2615b6cc5c,2026-03-21 22:45:00,Kenya,Tecno Camon 20,Android,Facebook Ads
9b1ecab2-74a0-42ae-af0c-1b0f43f7a8c6,2026-05-09 19:30:00,Kenya,Redmi Note 12,Android,Influencer
8af2bc40-9aad-4fb4-b9ad-d6d0789da5f9,2026-04-11 13:20:00,Ghana,iPhone 15,iOS,Google Ads
6e87aed5-9bba-4019-aeeb-6e9611eabc89,2026-05-21 08:39:00,Kenya,Samsung Galaxy S22,Android,Organic
f1b5a92e-42c5-4e95-9b16-57fd6514ac11,2026-05-04 23:44:00,Kenya,Samsung Galaxy A54,Android,Influencer
91d11ebd-37ed-446a-988f-bd93cf53a4ba,2026-05-08 16:46:00,Kenya,Infinix Hot 30,Android,Friend Referral
b89c8b62-a563-4259-a34e-7dbf2f8f2621,2026-01-15 16:19:00,Kenya,Redmi Note 12,Android,Influencer
6594768e-7e1b-40c3-96d1-ee8c91f8904c,2026-05-28 09:40:00,Nigeria,Samsung Galaxy S22,Android,Instagram
bd738d13-5300-4f25-8a61-e78cffb39a15,2026-06-21 17:05:00,Ghana,iPhone 15,iOS,Organic
937429e5-819d-4e10-ae7b-aa8b04acd292,2026-01-25 14:19:00,Kenya,Infinix Hot 30,Android,Influencer
1ea9bec7-667b-4286-8e84-3fda2ab73199,2026-04-11 05:44:00,Kenya,Redmi Note 12,Android,Instagram
65f38a7b-761e-4a5f-920b-d7d552e0f5b3,2026-04-29 12:37:00,Ghana,Samsung Galaxy S22,Android,Facebook Ads
d8861509-46af-48d0-a478-5958a7a2b21d,2026-04-10 19:36:00,Ghana,Samsung Galaxy S22,Android,Facebook Ads
713e41f3-504b-470c-9ccd-ea327d9b2ce8,2026-06-04 00:36:00,Ghana,Samsung Galaxy S22,Android,Influencer
9f986986-c1d7-4437-ad01-4d24ea8caf90,2026-05-01 18:46:00,Ghana,Redmi Note 12,Android,Friend Referral
dc0e04a7-03d0-485a-a239-7151d85ec2c4,2026-06-11 15:37:00,Nigeria,iPhone 13,iOS,Organic
858db3ae-d381-45a1-beef-767ad78601ea,2026-06-09 00:18:00,Ghana,iPhone 15,iOS,Google Ads
b7a2ee2f-c9ef-498c-b7d5-f6d54b56efea,2026-02-03 19:17:00,Ghana,iPhone 13,iOS,Instagram
bbecbf0d-1b37-450b-82be-097edefcf32d,2026-05-17 07:24:00,Kenya,Tecno Camon 20,Android,Influencer
5446ed8d-837c-4fec-a873-525fe84d370a,2026-01-29 22:11:00,Ghana,Infinix Hot 30,Android,Instagram
be51bb84-7b5c-4ca3-b55e-8aa9c5887237,2026-06-13 14:59:00,Ghana,Redmi Note 12,Android,Friend Referral
73fc74e9-b78c-4171-bdd3-7f77634ae4e2,2026-01-09 02:04:00,Kenya,Samsung Galaxy A54,Android,Influencer
c76bbd3c-fbe0-4881-b38b-38c9572bebdb,2026-02-16 22:31:00,Kenya,Samsung Galaxy A54,Android,Google Ads
7bd79a11-bd0e-430e-a6ee-840492b04387,2026-05-10 07:29:00,Kenya,Samsung Galaxy S22,Android,Influencer
dcc5e3de-1587-49a9-853c-f87b3c8bd295,2026-04-22 04:13:00,Kenya,iPhone 15,iOS,Friend Referral
c63d8d53-cb2c-43dc-8531-4bd68a65b8f8,2026-05-30 00:29:00,Ghana,Tecno Camon 20,Android,Facebook Ads
79dd8a46-0ee5-4c29-8ea4-6911ece10acc,2026-02-23 23:48:00,Nigeria,Redmi Note 12,Android,Instagram
83c28aaa-1258-4ffc-9ca4-ae0570087bde,2026-02-22 16:40:00,Nigeria,Tecno Camon 20,Android,Instagram
29ba568f-8383-42a5-81ac-58c5a4fcbd4e,2026-04-09 11:00:00,Ghana,Redmi Note 12,Android,Instagram
bebc0a19-8a4f-4e19-9dbc-182a4e57cabc,2026-05-24 02:13:00,Kenya,Tecno Camon 20,Android,Friend Referral
ae1ed085-c0c2-4fdb-9261-1fcb4581bb0d,2026-04-17 04:53:00,Kenya,iPhone 14,iOS,Organic
76d60a0b-6122-49bf-9c3d-15f69b782e65,2026-04-07 02:00:00,Ghana,Samsung Galaxy A54,Android,Influencer
4f44d536-3a6c-4d87-b0be-fb1c4514cea1,2026-05-06 22:41:00,Nigeria,iPhone 14,iOS,Google Ads
ffcad7cb-573a-4b2c-9209-6d06dfa4229f,2026-04-03 18:30:00,Kenya,Samsung Galaxy A54,Android,Friend Referral
0d8dfe14-bacb-46fe-b9ae-4acc5deb3e50,2026-04-06 16:46:00,Kenya,Samsung Galaxy A54,Android,Google Ads
fc9e9a91-0460-4213-9b05-ef10550988dc,2026-03-06 01:04:00,Ghana,iPhone 13,iOS,Influencer
ffffb0b5-0c04-4c5b-82a5-d029400d9255,2026-05-31 06:11:00,Kenya,iPhone 13,iOS,Instagram
d1a68aa4-bb94-4643-9e62-bc99efd9face,2026-05-18 00:46:00,Nigeria,Infinix Hot 30,Android,Facebook Ads
4bf64961-0780-43b6-bc7b-7a560017d0d6,2026-02-13 02:23:00,Nigeria,Samsung Galaxy S22,Android,Instagram
3c126c65-bdd4-4b37-b521-b279aef27636,2026-03-19 19:39:00,Nigeria,Infinix Hot 30,Android,Google Ads
c68523cd-6e26-4727-978d-02b7860c0e66,2026-05-27 03:51:00,Ghana,Samsung Galaxy S22,Android,Google Ads
359d36c3-1b62-444b-a76b-873f91254b70,2026-02-12 19:19:00,Ghana,Samsung Galaxy S22,Android,Friend Referral
8b8fea3b-0c4a-4ad5-ac70-b1d4c3404294,2026-05-18 06:18:00,Ghana,Samsung Galaxy A54,Android,Google Ads
4b5ce79e-e389-4ccd-9e78-517c853c7e77,2026-05-28 15:13:00,Kenya,Infinix Hot 30,Android,Influencer
0cc26ec1-44b0-4de9-b9aa-b5b3591b3e5a,2026-05-17 19:54:00,Ghana,iPhone 13,iOS,Organic
3a89e669-1c8a-4ef7-9f2b-51a511f322df,2026-05-14 21:53:00,Kenya,Samsung Galaxy A54,Android,Organic
f77aebe3-0275-4a65-a3c6-9dc77c778799,2026-02-23 05:58:00,Ghana,Redmi Note 12,Android,Influencer
a56ad46b-bb1b-48a1-8e6c-26d298916465,2026-04-16 10:45:00,Ghana,iPhone 15,iOS,Google Ads
97b97a38-4443-4d74-a8c6-b03f0a5bca19,2026-05-15 13:49:00,Ghana,Infinix Hot 30,Android,Influencer
0c196f97-839b-4b61-bd7b-c87ca231535c,2026-05-07 12:08:00,Ghana,Samsung Galaxy S22,Android,Facebook Ads
af4cc8cb-28d3-4e80-b4e8-d3d342e07f80,2026-05-29 05:16:00,Nigeria,Infinix Hot 30,Android,Organic
7c496581-b330-4703-8b37-995ba01759a9,2026-06-30 14:27:00,Nigeria,iPhone 13,iOS,Friend Referral
7c8776c8-8c35-40e7-a6c5-647b0e11f1ad,2026-05-11 08:36:00,Kenya,Samsung Galaxy S22,Android,Organic
c66d8ec5-987b-4b3e-942a-15c762daaf57,2026-01-02 16:49:00,Kenya,Tecno Camon 20,Android,Facebook Ads
156b9c8b-98ea-44ea-b1f8-87973633d151,2026-03-09 10:58:00,Nigeria,iPhone 15,iOS,Facebook Ads
639db745-ad8d-4029-bfc4-93897bc5522d,2026-01-05 00:25:00,Nigeria,iPhone 15,iOS,Google Ads
9db0bc7e-3fde-4833-a83b-bae2a2a1cacc,2026-06-08 19:23:00,Kenya,Tecno Camon 20,Android,Influencer
25b0e13e-b244-476f-acff-d8091dc7b513,2026-01-03 03:40:00,Kenya,Tecno Camon 20,Android,Friend Referral
ff7888b4-fefe-4ebd-9f90-cf2e74a12189,2026-02-19 15:22:00,Ghana,Samsung Galaxy S22,Android,Facebook Ads
54b70659-c237-4554-b4ca-57424048e020,2026-03-28 19:54:00,Kenya,Infinix Hot 30,Android,Influencer
e89c2ae6-9143-4a99-b8a1-5088cafb9825,2026-05-02 10:18:00,Kenya,iPhone 14,iOS,Facebook Ads
b6f4bed1-a528-41bd-9616-c1eb480db068,2026-06-11 21:15:00,Nigeria,Tecno Camon 20,Android,Organic
